AggregationRouterV3,0x11111112542D85B3EF69AE05771c2dCCff4fAa26
DSToken,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2
UniswapV2Router02,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
NonfungiblePositionManager,0xc36442b4a4522e871399cd717abdd847ab11fe88
Synthetix,0x97767D7D04Fd0dB0A1a2478DCd4BA85290556B48
CollateralManagerState,0x573E5105c4B92416D1544A188F1bf77d442Bb52d
AddressResolver,0x823bE81bbF96BEc0e25CA13170F5AaCb5B79ba83
CollateralManager,0x067e398605E84F2D0aEEC1806e62768C5110DCc6
BinaryOptionMarketManager,0x915D1c9dF12142B535F6a7437F0196D80bCCC1BD
MainchainGatewayProxy,0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2
RootChainManagerProxy,0xa0c68c638235ee32657e8f720a23cec1bfc77c77
SwapRouter,0xe592427a0aece92de3edee1f18e0157c05861564
